"date","text","who"
2015-08-06,"CHRISTIE: Yeah, sure. And, I don't disagree with ending Congress' retirement program. I'm a governor, I don't have a retirement program in my state, and I don't disagree with that. But, here's the news to the American people, he's complaining about the lying and stealing. The lying and stealing has already occurred. The trust fund is filled with IOU's. We can't fix the problem just by ending Congress's retirement, that's worth about, ""this"" much. We need to go at the fundamental problem, and the fundamental problem is that this system is broken. It has been stolen from. We have been lied to, [timer sounds] and we need a strong leader to tell the truth and fix... ","CHRISTIE"
2015-08-06,"HUCKABEE: Well, you ask about how we fund it. One of the reasons that Social Security is in so much trouble is that the only funding stream comes from people who get a wage. The people who get wages is declining dramatically. Most of the income in this country is made by people at the top who get dividends and -- and capital gains. The FairTax transforms the process by which we fund Social Security and Medicare because the money paid in consumption is paid by everybody, including illegals, prostitutes, pimps, drug dealers, all the people [timer sounds] that are freeloading off the system now. [applause] That's why it ought to be a transformed system. [applause] ","HUCKABEE"
2015-08-06,"TRUMP: Because I have used the laws of this country just like the greatest people that you read about every day in business have used the laws of this country, the chapter laws, to do a great job for my company, for myself, for my employees, for my family, et cetera. I have never gone bankrupt, by the way. I have never. But out of hundreds of deals... ","TRUMP"
2015-08-06,"TRUMP: Excuse me. Excuse me. ","TRUMP"
2015-08-06,"TRUMP: Excuse me, what am I saying? Out of hundreds of deals that I've done, hundreds, on four occasions I've taken advantage of the laws of this country, like other people. I'm not going to name their names because I'm not going to embarrass, but virtually every person that you read about on the front page of the business sections, they've used the law. The difference is, when somebody else uses those laws, nobody writes about it. When I use it, they say, ""Trump, Trump, Trump."" The fact is, I built a net worth of more than $10 billion. I have a great, great company. I employ thousands of people. And I'm very proud of the job I did. Again Chris, hundreds and hundreds of deals. Four times, I've taken advantage of the laws. And frankly, so has everybody else in my position. ","TRUMP"
2015-08-06,"TRUMP: Well, I... ","TRUMP"
2015-08-06,"TRUMP: Let me just tell you about the lenders. First of all, these lenders aren't babies. These are total killers. These are not the nice, sweet little people that you think, OK? [laughter and applause] You know, I mean you're living in a world of the make-believe, Chris, you want to know the truth. [applause] And I had the good sense to leave Atlantic City, which by the way, Caesars just went bankrupt. Every company, Chris can tell you, every company virtually in Atlantic City went bankrupt. [laughter] Every company. And let me just tell you. I had the good sense, and I've gotten a lot of credit in the financial pages, seven years ago I left Atlantic City before it totally cratered, and I made a lot of money in Atlantic City, and I'm very proud of it. I want to tell you that. Very, very proud of it. ","TRUMP"
2015-08-06,"TRUMP: And by the way, this country right now owes $19 trillion. And they need somebody like me to straighten out that mess.[applause] ","TRUMP"
2015-08-06,"RUBIO: That's a great question. ","RUBIO"
2015-08-06,"RUBIO: That's a great question. First of all, it begins by having leaders that recognize that the economy we live in today is dramatically different from the one we had five years ago. It's an economy that now has placed us in global competition with dozens of other countries around the world. Now, the big companies that have connections with Washington, they can affect policies to help them, but the small companies like the one Tania is talking about, they're the ones that are struggling. The first thing we need to do is we need to even out the tax code for small businesses so that we lower their tax rate to 25 percent, just as we need to lower it for all businesses. We need to have a regulatory budget in America that limits the amount of regulations on our economy. We need to repeal and replace Obamacare and we need to improve higher education so that people can have access to the skills they need for 21st century jobs. And last but not least, we need to repeal Dodd-Frank. It is eviscerating small businesses and small banks. [applause] 20 <U+FFFD> over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out over the <U+FFFD> since Dodd-Frank has passed. We need to repeal and replace Dodd-Frank. We need to make America fair again for all businesses, but especially those being run by small business owners. ","RUBIO"
