pmid,sent,text,hedge
NOID1,5,"In this work we explore the possibility of using the deep residual networks as one of the state-of-the-art convolutional networks to diagnose diabetes directly from retinal images, without using any blood glucose information.",0
NOID1,6,The results indicate that convolutional networks are able to capture informative differences between healthy and diabetic patients and it is possible to differentiate between these two groups using only the retinal images.,0
NOID1,7,The performance of the proposed method is significantly higher than human experts.,0
NOID2,1,This paper studies the computer-aided diagnosis technique potential in discriminating accurately benign masses among a given subset of 100 patients which makes it possible to degrade cases from Breast Imaging-Reporting and Data System (BIRADS) 3 to BIRADS 2 avoiding prospective biopsies.,0
NOID2,2,Such accuracy is required since expert radiologists assign BIRADS3 category by default mostly for reducing false negative cases.,0
NOID2,3,We aim here at classifying masses on a risk rate scale for malignancy.,0
NOID2,4,The proposed system segments automatically potential masses and quantifies critical related features.,0
NOID2,5,A decision tree was accordingly applied.,0
NOID2,6,"In a first level, a mass detection is based on a new local pattern model named Weighted Gray Level and Local Difference features (WGLLD) and a nearest neighborhood (NN) a classifier.",0
NOID2,7,"In the second level, Zernike moment features were used for shape characterization with connection by an Artificial Neural Network (ANN) based classifier, after that we segment masses and extract shape features using Zernike moments.",0
NOID2,8,"For validation purposes, a total of 100 lesions from local breast database (FDDSM)is used.",0
NOID2,9,Most of these cases are biopsy confirmed.,0
NOID2,10,"The system successfully downgraded 7 cases over 41 rated by the expert as belonging to BIRADS 3 to BIRADS 2, but, it recommended biopsy for 41/100 atypical lesions.",1
NOID2,11,"Ultimately, the system identified 59 benign lesions to BIRADS 2, 7 cases from these were classified as belonging to BIRADS 3 by the expert, and thus reached a reduction of unnecessary breast biopsies.",0
NOID2,12,The proposed CAD system allows a classification rate of 98% (only one benign case is missed).,0
NOID2,13,The proposed Computer Aided Diagnosis (CAD) system demonstrated the ability to predict benignancy of the most difficult cases.30,0
NOID2,14,Appearance changes were also shown to be more characterizing after mammogram enhancement.,0
NOID2,15,"With further validation, these results could form a substrate for a clinically useful computer-aided diagnosis tool which could provide earlier detection of breast cancer signs.",1
NOID3,1,Melanoma is the deadliest form of skin cancer.,0
NOID3,2,"While curable with early detection, only highly trained specialists are capable of accurately recognizing the disease.",0
NOID3,3,"As expertise is in limited supply, automated systems capable of identifying disease could save lives, reduce unnecessary biopsies, and reduce costs.",0
NOID3,4,"Toward this goal, we propose a system that combines recent developments in deep learning with established machine learning approaches, creating ensembles of methods that are capable of segmenting skin lesions, as well as analyzing the detected area and surrounding tissue for melanoma detection.",0
NOID3,5,"The system is evaluated using the largest publicly available benchmark dataset of dermoscopic images, containing 900 training and 379 testing images.",0
NOID3,6,"New state-of-the-art performance levels are demonstrated, leading to an improvement in the area under receiver operating characteristic curve of 7.5% (0.843 vs. 0.783), in average precision of 4% (0.649 vs. 0.624), and in specificity measured at the clinically relevant 95% sensitivity operating point 2.9 times higher than the previous state-of-the-art (36.8% specificity compared to 12.5%).",0
NOID3,7,"Compared to the average of 8 expert dermatologists on a subset of 100 test images, the proposed system produces a higher accuracy (76% vs. 70.5%), and specificity (62% vs. 59%) evaluated at an equivalent sensitivity (82%).",0
NOID4,1,We describe a deep learning approach for automated brain hemorrhage detection from computed tomography (CT) scans.,0
NOID4,2,Our model emulates the procedure followed by radiologists to analyse a 3D CT scan in real-world.,0
NOID4,3,"Similar to radiologists, the model sifts through 2D cross-sectional slices while paying close attention to potential hemorrhagic regions.",0
NOID4,4,"Further, the model utilizes 3D context from neighboring slices to improve predictions at each slice and subsequently, aggregates the slice-level predictions to provide diagnosis at CT level.",0
NOID4,5,We refer to our proposed approach as Recurrent Attention DenseNet (RADnet) as it employs original DenseNet architecture along with adding the components of attention for slice level predictions and recurrent neural network layer for incorporating 3D context.,0
NOID4,6,The real-world performance of RADnet has been benchmarked against independent analysis performed by three senior radiologists for 77 brain CTs.,0
NOID4,7,RADnet demonstrates 81.82% hemorrhage prediction accuracy at CT level that is comparable to radiologists.,0
NOID4,8,"Further, RADnet achieves higher recall than two of the three radiologists, which is remarkable.",0
NOID5,1,"Since the mortality rate of breast cancer in women is gradually increasing, a well-designed computer-aided diagnosis (CAD) system can assist doctors in early diagnosis of the breast cancer.",0
NOID5,2,"In this paper, a breast nodule CAD system is developed, and this system aims for a high-performance classifier for characterizing breast nodules as either benign or malignant on an ultrasonic image.",0
NOID5,3,A fuzzy cerebellar model neural network (FCMNN) CAD system is developed.,0
NOID5,4,"Since the FCMNN contains the layers with overlapped membership functions, it possesses more generalization ability than a conventional fuzzy neural network.",0
NOID5,5,"Moreover, a FCMNN can be viewed as a generation of a fuzzy neural network; if each layer of FCMNN is reduced to contain only one different neuron, then the FCMNN can be reduced to a fuzzy neural network.",0
NOID5,6,"Thus, it is used to develop a CAD system; this is a novel research on a breast nodule ultrasound image CAD system using an FCMNN.",0
NOID5,7,"The testing of 65 practical ultrasound images demonstrates that the proposed FCMNN CAD system can distinguish benign or malignant breast nodules with relatively high accuracy (more than 90%), and the intensive experimental results where the resulting classifier outperforms other classifiers, such as a support vector machine and a neural network by using the N -folds cross-validation method are shown.",0
NOID5,8,"The experimental results are even higher than doctor's diagnosis; therefore, the proposed diagnostic system can serve as an assistant system to help doctors correctly diagnose breast nodules.",0
NOID6,1,Retinopathy of prematurity (ROP) is one of the main causes of childhood blindness.,0
NOID6,2,"However, insufficient ophthalmologists are qualified for ROP screening.",0
NOID6,3,The objective of this paper is to evaluate the performance of a deep neural network (DNN) for the automated screening of ROP.,0
NOID6,4,The training and test sets came from 420 365 wide-angle retina images from ROP screening.,0
NOID6,5,A transfer learning scheme was designed to train the DNN classifier.,0
NOID6,6,"First, a pre-processing classifier separated unqualified images.",0
NOID6,7,"Then, pediatric ophthalmologists labeled each image as either ROP or negative.",0
NOID6,8,"The labeled training set (8090 positive images and 9711 negative ones) was used to fine-tune three candidate DNN classifiers (AlexNet, VGG-16, and GoogLeNet) with the transfer learning approach.",0
NOID6,9,The resultant classifiers were evaluated on a test dataset of 1742 samples and compared with five independent pediatric retinal ophthalmologists.,0
NOID6,10,"The receiver operating characteristic (ROC) curve, ROC area under the curve, and precision-recall (P-R) curve on the test dataset were analyzed.",0
NOID6,11,"Accuracy, precision, sensitivity (recall), specificity, F1 score, the Youden index, and the Matthews correlation coefficient were evaluated at different sensitivity cutoffs.",0
NOID6,12,The data from the five pediatric ophthalmologists were plotted in the ROC and P-R curves to visualize their performances.,0
NOID6,13,VGG-16 achieved the best performance.,0
NOID6,14,"At the cutoff point that maximized F1 score in the P-R curve, the final DNN model achieved 98.8% accuracy, 94.1% sensitivity, 99.3% specificity, and 93.0% precision.",0
NOID6,15,"This was comparable to the pediatric ophthalmologists (98.8% accuracy, 93.5% sensitivity, 99.5% specificity, and 96.7% precision).",0
NOID6,16,"In the screening of ROP using the evaluation of wide-angle retinal images, DNNs had high accuracy, sensitivity, specificity, and precision, comparable to that of pediatric ophthalmologists.",0
NOID7,1,Using artificial intelligence (AI) to prevent and treat diseases is an ultimate goal in computational medicine.,0
NOID7,2,"Although AI has been developed for screening and assisted decision-making in disease prevention and management, it has not yet been validated for systematic application in the clinic.",0
NOID7,3,"In the context of rare diseases, the main strategy has been to build specialized care centres; however, these centres are scattered and their coverage is insufficient, which leaves a large proportion of rare-disease patients with inadequate care.",0
NOID7,4,"Here, we show that an AI agent using deep learning, and involving convolutional neural networks for diagnostics, risk stratification and treatment suggestions, accurately diagnoses and provides treatment decisions for congenital cataracts in an in silico test, in a website-based study, in a ‘finding a needle in a haystack’ test and in a multihospital clinical trial.",0
NOID7,5,We also show that the AI agent and individual ophthalmologists perform equally well.,0
NOID7,6,"Moreover, we have integrated the AI agent with a cloud-based platform for multihospital collaboration, designed to improve disease management for the benefit of patients with rare diseases.",0
